,t,p,v,q,pwm,fa,hover_throttle,T_sp
260,1758984372.5617068,"[0.00015999015073866086, -2.6472685247512656e-16, 0.911632421118377]","[-2.080322621316163e-15, -1.447650171123443e-15, -2.0684433816341068e-15]","[1.0, 2.0250675208084152e-18, -4.3965184452034976e-16, -2.986279279562838e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.941778296001269e-15, -3.8684188030968445e-16, -52.11898076898158]",0.5,[28.014357968981578]
261,1758984372.566809,"[0.00015999015073865023, -2.7196616364972356e-16, 0.911632421118377]","[-2.1227517786222364e-15, -1.4478622349193987e-15, -2.0684433816341068e-15]","[1.0, -1.0262989279816499e-18, -4.371898058260344e-16, -3.033104998666091e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.891616090099296e-15, -4.1845681405756344e-16, -52.11898076898158]",0.5,[28.014357968981578]
262,1758984372.5719578,"[0.00015999015073863942, -2.792049211501517e-16, 0.911632421118377]","[-2.1649520416847756e-15, -1.4477515000856244e-15, -2.0684433816341068e-15]","[1.0, -4.078744562481971e-18, -4.346208026173352e-16, -3.0786252165422326e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.907911251787967e-15, -4.446452233492977e-16, -52.11898076898158]",0.5,[28.014357968981578]
263,1758984372.5770423,"[0.00015999015073862838, -2.864415901773344e-16, 0.911632421118377]","[-2.206846198827868e-15, -1.4473338054365362e-15, -2.0684433816341068e-15]","[1.0, -7.133076680139023e-18, -4.3193696648339394e-16, -3.1228399331772977e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.824213910856744e-15, -4.694601439137398e-16, -52.11898076898158]",0.5,[28.014357968981578]
264,1758984372.5821254,"[0.00015999015073861714, -2.936746351888822e-16, 0.911632421118377]","[-2.2484620329534927e-15, -1.4466090023095568e-15, -2.0684433816341068e-15]","[1.0, -1.0190098108733606e-17, -4.2913791791213988e-16, -3.1657491485580118e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.755835901168306e-15, -4.936388529759311e-16, -52.11898076898158]",0.5,[28.014357968981578]
265,1758984372.58739,"[0.0001599901507386057, -3.00902838507694e-16, 0.911632421118377]","[-2.2898550355883615e-15, -1.445640663762359e-15, -2.0684433816341068e-15]","[1.0, -1.3243753460381557e-17, -4.262312828044173e-16, -3.207352862671758e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.929629957073335e-15, -5.335452402055726e-16, -52.11898076898158]",0.5,[28.014357968981578]
266,1758984372.59239,"[0.00015999015073859404, -3.0812466591563604e-16, 0.911632421118377]","[-2.3324446065529745e-15, -1.444365481588416e-15, -2.0684433816341068e-15]","[1.0, -1.6294827969500202e-17, -4.2343753793198046e-16, -3.2502620933957894e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.4283526877994687e-15, -5.580600451985271e-16, -52.11898076898158]",0.5,[28.014357968981578]
267,1758984372.5974724,"[0.00015999015073858217, -3.1533858515559386e-16, 0.911632421118377]","[-2.373588254997776e-15, -1.442783847991566e-15, -2.0684433816341068e-15]","[1.0, -1.9344090628155142e-17, -4.205252504706192e-16, -3.2918658072611405e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.4044435783055756e-15, -5.854022718598786e-16, -52.11898076898158]",0.5,[28.014357968981578]
268,1758984372.6025882,"[0.0001599901507385701, -3.225430657103055e-16, 0.911632421118377]","[-2.41424602896328e-15, -1.4408961109423276e-15, -2.0684433816341068e-15]","[1.0, -2.2392291086398426e-17, -4.175088029968223e-16, -3.3321640198210887e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.4531054229095555e-15, -6.131817172912052e-16, -52.11898076898158]",0.5,[28.014357968981578]
269,1758984372.6076927,"[0.00015999015073855783, -3.2973681768650017e-16, 0.911632421118377]","[-2.4545215003966594e-15, -1.4387503952389307e-15, -2.0684433816341068e-15]","[1.0, -2.543501949190195e-17, -4.143828073135967e-16, -3.371156731104185e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.468867420452057e-15, -6.465315027332238e-16, -52.11898076898158]",0.5,[28.014357968981578]
270,1758984372.612813,"[0.00015999015073854536, -3.369183160711432e-16, 0.911632421118377]","[-2.494511246337317e-15, -1.4362996769286124e-15, -2.0684433816341068e-15]","[1.0, -2.847297802402504e-17, -4.1115295990967404e-16, -3.4088439410990272e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.4808606830881674e-15, -6.774750328422355e-16, -52.11898076898158]",0.5,[28.014357968981578]
271,1758984372.617925,"[0.0001599901507385327, -3.4408568731449213e-16, 0.911632421118377]","[-2.5341003152722133e-15, -1.4334742486697821e-15, -2.0684433816341068e-15]","[1.0, -3.1514406358972014e-17, -4.0780700253364734e-16, -3.4452256497946775e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.475276263420302e-15, -6.936242180331205e-16, -52.11898076898158]",0.5,[28.014357968981578]
272,1758984372.623056,"[0.00015999015073851983, -3.512374097216469e-16, 0.911632421118377]","[-2.573373932913657e-15, -1.4303444814309517e-15, -2.0684433816341068e-15]","[1.0, -3.4559941983185573e-17, -4.043493864376954e-16, -3.4803018571807395e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.4774333185899896e-15, -7.147338693526658e-16, -52.11898076898158]",0.5,[28.014357968981578]
273,1758984372.6281705,"[0.00015999015073850676, -3.5837212057351707e-16, 0.911632421118377]","[-2.611931260299551e-15, -1.4269421703740266e-15, -2.0684433816341068e-15]","[1.0, -3.7606763982348564e-17, -4.0076335788626916e-16, -3.5140725632473306e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.5031408886580926e-15, -7.407188834054091e-16, -52.11898076898158]",0.5,[28.014357968981578]
274,1758984372.6332421,"[0.0001599901507384935, -3.6548794678739914e-16, 0.911632421118377]","[-2.6504783115645e-15, -1.4231652427764183e-15, -2.0684433816341068e-15]","[1.0, -4.0663006066958446e-17, -3.9706347094972316e-16, -3.546537767985058e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.3900125238337184e-15, -7.494966188384953e-16, -52.11898076898158]",0.5,[28.014357968981578]
275,1758984372.6383684,"[0.00015999015073848007, -3.7258398933413923e-16, 0.911632421118377]","[-2.6902585463353056e-15, -1.4192085093480172e-15, -2.0684433816341068e-15]","[1.0, -4.371576978359512e-17, -3.9348561752956755e-16, -3.5803084892742394e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.11344681095777e-15, -7.915884417913016e-16, -52.11898076898158]",0.5,[28.014357968981578]
276,1758984372.6434746,"[0.00015999015073846643, -3.796583763643554e-16, 0.911632421118377]","[-2.7284994432374735e-15, -1.414877406043235e-15, -2.0684433816341068e-15]","[1.0, -4.6773104790292134e-17, -3.8979244016462736e-16, -3.612773693648822e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[3.0902209058340687e-15, -8.133904467756205e-16, -52.11898076898158]",0.5,[28.014357968981578]
277,1758984372.648587,"[0.00015999015073845258, -3.867100661811362e-16, 0.911632421118377]","[-2.7676841350607483e-15, -1.4103379633561684e-15, -2.0684433816341068e-15]","[1.0, -4.982517035675033e-17, -3.862243966661745e-16, -3.646544414554097e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.8587050465209037e-15, -8.530471011570993e-16, -52.11898076898158]",0.5,[28.014357968981578]
278,1758984372.6536853,"[0.00015999015073843857, -3.9373789642532123e-16, 0.911632421118377]","[-2.805273629985903e-15, -1.4055660488370047e-15, -2.0684433816341068e-15]","[1.0, -5.286478071630443e-17, -3.8254572450632084e-16, -3.67900961856368e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.8830341480600813e-15, -8.966420759577504e-16, -52.11898076898158]",0.5,[28.014357968981578]
279,1758984372.6587768,"[0.00015999015073842434, -4.007409945092742e-16, 0.911632421118377]","[-2.8436989723373785e-15, -1.4006196167905915e-15, -2.0684433816341068e-15]","[1.0, -5.589226049695961e-17, -3.789836438092204e-16, -3.712780339122027e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.6833946149423054e-15, -9.53324308344502e-16, -52.11898076898158]",0.5,[28.014357968981578]
280,1758984372.6638637,"[0.00015999015073840995, -4.077215804901326e-16, 0.911632421118377]","[-2.8804790355356224e-15, -1.3961171961716835e-15, -2.0684433816341068e-15]","[1.0, -5.882120980575946e-17, -3.7529893117558833e-16, -3.743940033857236e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.749374351008232e-15, -1.118363497311676e-15, -52.11898076898158]",0.5,[28.014357968981578]
281,1758984372.6689327,"[0.00015999015073839536, -4.1467438102504363e-16, 0.911632421118377]","[-2.9181986630846294e-15, -1.3905601069822024e-15, -2.0684433816341068e-15]","[1.0, -6.1740922779507e-17, -3.717348336111451e-16, -3.7764052529416965e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.5453588128161232e-15, -1.1008767119173233e-15, -52.11898076898158]",0.5,[28.014357968981578]
282,1758984372.6740334,"[0.0001599901507383806, -4.2159760657347604e-16, 0.911632421118377]","[-2.954283663423236e-15, -1.38464510968648e-15, -2.0684433816341068e-15]","[1.0, -6.465906481685983e-17, -3.6805025955391167e-16, -3.807564955165265e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.6516035666730234e-15, -1.0921756029557556e-15, -52.11898076898158]",0.5,[28.014357968981578]
283,1758984372.6791134,"[0.00015999015073836563, -4.2848982365957294e-16, 0.911632421118377]","[-2.9913295830275753e-15, -1.3784434172193826e-15, -2.0684433816341068e-15]","[1.0, -6.757566445831737e-17, -3.6449101880478575e-16, -3.840030173951354e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.4678468259443926e-15, -1.0910327747818447e-15, -52.11898076898158]",0.5,[28.014357968981578]
284,1758984372.6841857,"[0.0001599901507383505, -4.3534960296923023e-16, 0.911632421118377]","[-3.0266189468755606e-15, -1.3719558619314554e-15, -2.0684433816341068e-15]","[1.0, -7.049068033320912e-17, -3.6079848279880813e-16, -3.871189875871954e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.55962499029369e-15, -1.0973322104847302e-15, -52.11898076898158]",0.5,[28.014357968981578]
285,1758984372.6892679,"[0.0001599901507383352, -4.4217599764733363e-16, 0.911632421118377]","[-3.0612996133320376e-15, -1.365278935620684e-15, -2.0684433816341068e-15]","[1.0, -7.339372492673717e-17, -3.5698819435853513e-16, -3.901044076480779e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.6548246955497697e-15, -1.1279795118215985e-15, -52.11898076898158]",0.5,[28.014357968981578]
286,1758984372.694373,"[0.0001599901507383197, -4.489675925712354e-16, 0.911632421118377]","[-3.097138634035728e-15, -1.3583189847803623e-15, -2.0684433816341068e-15]","[1.0, -7.628460733682248e-17, -3.532973062373723e-16, -3.9322037936959414e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.4797892220443292e-15, -1.1615197692741589e-15, -52.11898076898158]",0.5,[28.014357968981578]
287,1758984372.699482,"[0.00015999015073830407, -4.557225505876207e-16, 0.911632421118377]","[-3.129531045051803e-15, -1.350991603277049e-15, -2.0684433816341068e-15]","[1.0, -7.917233303144842e-17, -3.492290360432686e-16, -3.964669011938017e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.8576481691556433e-15, -1.17889444116617e-15, -52.11898076898158]",0.5,[28.014357968981578]
288,1758984372.7045975,"[0.00015999015073828824, -4.624433822161418e-16, 0.911632421118377]","[-3.164355064255824e-15, -1.344166325704224e-15, -2.0684433816341068e-15]","[1.0, -8.19657225818008e-17, -3.452948418209075e-16, -3.994523204358275e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.628918070796044e-15, -1.3275247919196246e-15, -52.11898076898158]",0.5,[28.014357968981578]
289,1758984372.7097044,"[0.00015999015073827225, -4.691249895133843e-16, 0.911632421118377]","[-3.197454398098553e-15, -1.3363214594485006e-15, -2.0684433816341068e-15]","[1.0, -8.475172522855064e-17, -3.4123290852755044e-16, -4.025682921167578e-18]","[0.5602871593796315, 0.5602871593796315, 0.5602871593796317, 0.5602871593796317]","[2.6766299956084858e-15, -1.3048126441476397e-15, -52.11898076898158]",0.5,[28.014357968981578]
290,1758984372.7147884,"[0.0001599901507382561, -4.757660317951902e-16, 0.911632421118377]","[-3.229582422510882e-15, -1.3282084563611854e-15, -2.0684433816341068e-15]","[1.0, -8.752976984539594e-17, -3.3702033762183423e-16, -4.0555371211539136e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.758806768949582e-15, -1.2929150364101415e-15, -52.11898076898158]",0.5,[28.014357968981578]
291,1758984372.719887,"[0.0001599901507382398, -4.823650971147015e-16, 0.911632421118377]","[-3.26065361571505e-15, -1.3198130639022522e-15, -2.0684433816341068e-15]","[1.0, -9.030090370824313e-17, -3.325645183116656e-16, -4.0866968377388174e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.9098142128614453e-15, -1.295539526784759e-15, -52.11898076898158]",0.5,[28.014357968981578]
292,1758984372.7249582,"[0.00015999015073822335, -4.889205089551997e-16, 0.911632421118377]","[-3.2912649952929077e-15, -1.311082368099633e-15, -2.0684433816341068e-15]","[1.0, -9.307193328114978e-17, -3.278874207639825e-16, -4.1191620553817384e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.9578517763345856e-15, -1.287039977489913e-15, -52.11898076898158]",0.5,[28.014357968981578]
293,1758984372.7300828,"[0.00015999015073820674, -4.95431266587399e-16, 0.911632421118377]","[-3.3212492246199894e-15, -1.3021515264398745e-15, -2.0684433816341068e-15]","[1.0, -9.583514462795437e-17, -3.229665193974983e-16, -4.152932774066375e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[3.0431022751521993e-15, -1.3172528072722635e-15, -52.11898076898158]",0.5,[28.014357968981578]
294,1758984372.7351449,"[0.00015999015073819, -5.018960593749084e-16, 0.911632421118377]","[-3.3508499609006133e-15, -1.2929585575019002e-15, -2.0684433816341068e-15]","[1.0, -9.858957294930774e-17, -3.178208008540199e-16, -4.1880089938157694e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.9924791530995878e-15, -1.3275364522006223e-15, -52.11898076898158]",0.5,[28.014357968981578]
295,1758984372.7402408,"[0.0001599901507381731, -5.083139384372861e-16, 0.911632421118377]","[-3.3795377755035446e-15, -1.2835758124755359e-15, -2.0684433816341068e-15]","[1.0, -1.0132657562611412e-16, -3.1240856245915376e-16, -4.2217796967626814e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[3.031274389309895e-15, -1.3656004746523354e-15, -52.11898076898158]",0.5,[28.014357968981578]
296,1758984372.7453394,"[0.00015999015073815605, -5.146835368376654e-16, 0.911632421118377]","[-3.4077115797792156e-15, -1.2739196800758557e-15, -2.0684433816341068e-15]","[1.0, -1.0404668237840026e-16, -3.067406184191886e-16, -4.254244898496347e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[3.02525195748015e-15, -1.3977534380766432e-15, -52.11898076898158]",0.5,[28.014357968981578]
297,1758984372.7504506,"[0.00015999015073813887, -5.210035475765684e-16, 0.911632421118377]","[-3.434687470469108e-15, -1.2640021477806054e-15, -2.0684433816341068e-15]","[1.0, -1.0674931210259056e-16, -3.0071000374701846e-16, -4.2880156169301e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[3.103249535208556e-15, -1.4310453338563397e-15, -52.11898076898158]",0.5,[28.014357968981578]
298,1758984372.7555342,"[0.00015999015073812155, -5.272727112786052e-16, 0.911632421118377]","[-3.464331572379835e-15, -1.2538327404073682e-15, -2.0684433816341068e-15]","[1.0, -1.0943304434609615e-16, -2.9480900374510106e-16, -4.320480818590631e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.566701387061046e-15, -1.4529181712218811e-15, -52.11898076898158]",0.5,[28.014357968981578]
299,1758984372.7606049,"[0.0001599901507381041, -5.334890787243346e-16, 0.911632421118377]","[-3.4923351398983663e-15, -1.2432734891458902e-15, -2.0684433816341068e-15]","[1.0, -1.1211147966723563e-16, -2.8879107955293947e-16, -4.352946027971607e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.361272923909385e-15, -1.448955751431036e-15, -52.11898076898158]",0.5,[28.014357968981578]
300,1758984372.7656991,"[0.00015999015073808647, -5.396513338644623e-16, 0.911632421118377]","[-3.5210698054186464e-15, -1.2324510280255428e-15, -2.0684433816341068e-15]","[1.0, -1.1478466073897072e-16, -2.82870027902277e-16, -4.385411237313399e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[2.013709287473028e-15, -1.462460953764376e-15, -52.11898076898158]",0.5,[28.014357968981578]
301,1758984372.7707644,"[0.00015999015073806872, -5.45762005048029e-16, 0.911632421118377]","[-3.5494266393075663e-15, -1.222134236713338e-15, -2.0684433816341068e-15]","[1.0, -1.1735648668506703e-16, -2.770315883350667e-16, -4.417876446598675e-18]","[0.5602871593796316, 0.5602871593796316, 0.5602871593796316, 0.5602871593796316]","[1.712616255097432e-15, -1.5933719934452259e-15, -52.11898076898158]",0.5,[28.014357968981578]
